id,item_name,price,amount,is_consumable,department_id,date_of_purchased,description,store_store_name,uom_name,quantity,source
38ccd506-9ec7-4778-861e-772b8589cdff,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
38e257b5-1abf-4587-be3d-c064657fb77f,ANC6UPKJTLS-180,219.2,1.0,0,ICT Park TTA,2024-12-19,"RJ45- Cat6 Keystone Jack ,110 IDC, Shielded, 180 degree(for patch panel)TOOLLES",Temporary Store,,80.0,inventory
38e97a6f-9c45-40a1-bc5d-6f8fb38ab9f3,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
38f89f22-a793-4036-ad97-c383a2c1ddd5,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
38fc0ff3-46e9-42a3-91ad-1b01f24b348f,A3 Envelope,1086.9565217391,1.0,0,HQ Office Facility,2024-12-16,A3 Envelope,Temporary Store,pcs,100.0,inventory
39032ad0-2cc0-4d3e-8732-ee753f082c1e,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
391c67f2-74b0-480e-9d0f-f50c17fbb840,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
392b69aa-98f6-4c39-a51b-0dca7c02bd0a,Guard ASSY front wheel RH,2000.0,1.0,1,HQ fleet,2024-07-03,Guard ASSY front wheel RH,Fleet Mgt Store,pcs,1.0,inventory
3931f1ca-1761-4407-9a2f-aaa24743a2ec,Sink for kitchen 90*45mm both cold and hot,10500.0,1.0,1,ICT Park TTA,2025-01-04,Sink for kitchen 90*45mm both cold and hot,Temporary Store,pcs,1.0,inventory
3933e0cb-53a7-4113-a553-887275b2df35,Class room light,2822.88,1.0,0,ICT Park TTA,2024-12-19,"43.31'' 5 -Light Fixed Track
Track Kit with Dimmable and
Adjustable Head, Compatible
Track Type, with full
accessories",Temporary Store,,12.0,inventory
394176bd-1953-4928-8aec-bc22f295561a,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
3944708d-ec61-40c0-9c66-bc643765a05d,guroro conduit,4521.6,1.0,0,EPSS,2025-05-21,guroro conduit,Temporary Store,,80.0,inventory
3947ff9c-8e02-4134-85cc-3927c77bb519,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
3948fb44-d87e-4fdc-9f83-1cef85327c3c,Trunk 100x50,37826.086956522,20.0,1,EPSS,2024-06-06,Trunk 100x50,EPSS Mini store,,20.0,inventory
39535340-f169-4471-9d67-d152fb7dd317,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
39539ecf-003a-4b76-8423-abef8c0cc811,Window sticker 114x107,4830.0,0.0,1,HQ Office Facility,2025-06-13,Window sticker 114x107,Temporary Store,,7.0,inventory
3955e669-e7e9-48d8-b8d7-572a2f19ce9d,Rubber Insulation RI38,15.75,1.0,0,ICT Park TTA,2024-12-19,"Rubber Insulation , 3/8 ,1.8 Mtr",Temporary Store,,45.0,inventory
395d03af-5d62-4c45-97ab-0393e61a33c1,"circular planter with
 cactus",4869.56,4.0,1,ICT Park TTA,2025-02-20,"circular planter with
 cactus  Height -  13 cm
 width - 13 cm",Temporary Store,pcs,4.0,inventory
3982c3f4-60ed-41ae-99ad-fe76f00a09b6,Outdoor Wall Mounting Bracket WM2TR,68.05,1.0,0,ICT Park TTA,2024-12-19,WALLMOUNT STAND - OUTDOOR,Temporary Store,,5.0,inventory
398fe86f-1f0f-4f4d-a177-80f0e0e420bb,Lights Pool Office and Traing Staffs Rooms,1234.8,1.0,0,ICT Park TTA,2024-12-19,15 W LED spotlight for magnetic rails with full accessories,Temporary Store,,72.0,inventory
399070c0-2268-4bf6-b015-33d4461aeb84,A3 Envelope,1086.9565217391,0.0,0,HQ Office Facility,2024-12-16,A3 Envelope,Temporary Store,pcs,100.0,inventory
399070f3-e502-4907-a032-f38215381e91,Metal fisher,6000.0,1.0,0,ICT Park TTA,2025-02-06,Metal fisher,Temporary Store,pcs,200.0,inventory
39a119dd-a43f-405e-9d7a-85acfb934caa,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
39b8ad79-d098-45ca-a8ae-7da722933a40,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
39c3cd24-256a-4441-b0ba-d01413682974,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
39d21704-2442-4f24-baef-ab10d753014a,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
39d9268d-1fa5-4fdf-8b8a-74475ac09b95,Multi meter,46000.0,1.0,0,HQ support,2025-05-23,Multimeter,22 Store,pcs,2.0,inventory
39d98805-a1c8-4428-b86e-994c631e6870,Wooden screew,434.78260869565,1.0,1,HQ support,2024-11-14,dia 8 golden screew,Temporary Store,pcs,1.0,inventory
39e5f988-529b-45a9-aabd-8fcd141d8c8e,"Guroro conduit  for AC hose 1/2"" guroro conduit",1669.2,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"Guroro conduit  for AC hose 1/2"" guroro conduit",Temporary Store,Meter,120.0,inventory
39e99194-a367-4038-8587-fe649a15495b,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
39f7f291-92de-4456-b465-53244a3d0c2b,LED lights,707.8,1.0,0,MINT Commissioning of Smart Communication Rooms at,2025-04-08,Size 600x600mm Dimmable Light with ballast,Temporary Store,pcs,20.0,inventory
3a024bb3-a73e-4e22-94e2-47db3523c569,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
3a0d15be-64ae-4286-8886-da05e1e87dfb,Metal fisher,6000.0,1.0,0,ICT Park TTA,2025-02-06,Metal fisher,Temporary Store,pcs,200.0,inventory
3a12f3a0-3b5f-4057-b2d6-ce87da9d249f,Clamp,1956.45,1.0,0,EPSS,2025-05-21,Clamp,Temporary Store,pcs,150.0,inventory
3a1efdde-cffb-47c6-bb05-dd752a586a81,Rubber Insulation RI58,22.05,1.0,0,ICT Park TTA,2024-12-19,"Rubber Insulation 5/8 ,1.8 Mtr",Temporary Store,,45.0,inventory
3a280b37-8da1-4933-87fb-3e7d526d9d71,Cat 6A Utp cable  As per the sample   (G link Bran,1610869.5652174,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-12-04,Cat 6A Utp cable  As per the sample   (G link Brand ),Temporary Store,pcs,57.0,inventory
3a28cd1d-7e9e-4930-8ed0-53b6f4d86396,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
3a2c6e06-ff32-4c08-bcb7-b808f7ed0c32,Metal Punta,1391.3043478261,4.0,1,Kaizen VC Equipment,2025-01-02,Metal Punta Size: 10mm,HQ Office,pcs,4.0,inventory
3a3358a8-ed4b-4e6b-9075-196751ff9183,Box File,12000.0,1.0,0,HQ Office Facility,2025-02-18,Box File,HQ Office,pcs,60.0,inventory
3a365c82-0cae-4b34-ae4c-0e6fa53721cd,PWR-COVER-4450,0.0,1.0,0,ICT Park TTA,2024-12-19,Cover for empty 2nd Power Supply slot on Cisco ISR 4450,Temporary Store,,1.0,inventory
3a48e672-dc76-42f2-b740-ae267ff0db15,conduite 19,7350.0,1.0,0,Kaizen VC Equipment,2024-12-06,19 mm REGIDE conduite with 3 meter long,HQ Office,,150.0,inventory
3a4903d2-59d0-4bd3-a0b3-35f78fa0942e,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
3a4e3cee-bf0b-4c91-9d8e-b26818d81a76,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
3a50448a-6b30-49f4-9d77-af9f2caa19a6,Braker-C16A,1947.76,1.0,0,Kaizen VC Equipment,2024-12-06,C16A,Temporary Store,,8.0,inventory
3a5b3302-a007-4ce5-8587-6c1f7fae0c7a,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
3a5e2b4a-9f26-4185-b598-4477c90579d4,LED Lamp Beads( CONNECTOR ),0.0,1.0,0,HQ Office Facility,2025-07-14,connecter,Logistics temporary store,pcs,60.0,inventory
3a5e90a4-7336-48c3-88e4-a201ce5aaf0d,ANC6UPKJTLS-180,219.2,1.0,0,ICT Park TTA,2024-12-19,"RJ45- Cat6 Keystone Jack ,110 IDC, Shielded, 180 degree(for patch panel)TOOLLES",Temporary Store,,80.0,inventory
3a68d4b6-5e86-4f31-b2ca-a8509b08c7c7,"Store,manager office and Data center light",514.57,1.0,0,ICT Park TTA,2024-12-19,"Rectangular LED suspended
Industrial Vintage Light, 600 x
600 mm ultra-slim direct-lit
LED panel light
Hanging",Temporary Store,,7.0,inventory
3a69b2df-c1c4-49f4-b46c-28763ae220f6,OFFICE FILE,5217.3913043478,1.0,0,HQ Office Facility,2025-02-18,OFFICE FILE,HQ Office,pcs,100.0,inventory
3a6ad359-99bc-4188-812a-1594498e63b9,LED Lamp Beads,89.76,1.0,0,HQ Office Facility,2025-07-14,LED Lamp Beads,Logistics temporary store,pcs,51.0,inventory
3a6f9f51-8a0d-400c-86b7-5e8708412b57,Lights Pool Office and Traing Staffs Rooms,1234.8,1.0,0,ICT Park TTA,2024-12-19,15 W LED spotlight for magnetic rails with full accessories,Temporary Store,,72.0,inventory
3a7b7acb-0d82-4151-96e4-57b58d74b8fb,LED Ballast(driver),0.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2025-04-08,"LED Dimmer Driver Input AC200-240V
,Output:DC110-145V 300mA",Temporary Store,pcs,87.0,inventory
3a91a49d-248e-4ebb-aead-3f70e88ebc1b,"Guroro conduit  for AC hose 1/2"" guroro conduit",1669.2,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"Guroro conduit  for AC hose 1/2"" guroro conduit",Temporary Store,Meter,120.0,inventory
3a94b9d4-5c53-46b6-8515-f59b165b90ab,Estifanos Alemseged,2260.8695652174,1.0,1,HQ Office Facility,2024-11-20,"Estifanos Alemseged USB C Docking Station Dual HDMI Monitor Adapter, Selore USB C Hub 3 Monitors Adapter with Dual HDMI, Displayport, VGA, 100W PD Charging, 2USB A 2.0,USB C 2.0 Ports Adapter for Dell XPS",Temporary Store,pcs,1.0,inventory
3a9640f9-822f-4536-b26a-d2afb02effd4,SPLIT AC 2.0TR ROTARY R410 MIDEA -MST1AG-24CRN1,2001.39,1.0,0,ICT Park TTA,2024-12-19,Midea 24000 BTU Split AC ROTARY,Temporary Store,,3.0,inventory
3a971ad0-25f4-4694-87bd-2e94065505cc,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
3abc6fbe-752d-4f48-8c8f-39108bbbd524,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
3abef36d-8d32-4a5c-84e8-14a9cd0f9070,CMOS Battery,826.08695652174,1.0,0,MoF OFAG-AV,2025-03-18,CMOS Battery for Desktops,Temporary Store,pcs,10.0,inventory
3abef8f7-fe0c-4ccb-8b41-bfa334ca9352,Sub Distribution boared,1391.3,1.0,0,Kaizen VC Equipment,2024-12-06,25x30 cm plastic  distribution boared,HQ Office,pcs,1.0,inventory
3acc0019-ee81-488e-88c5-8d069a62bed4,Two port face plate,2600.0,1.0,0,Kaizen VC Equipment,2024-12-06,With Rj-45 keystone jaks Two port face plate,HQ Office,,5.0,inventory
3ad86e0d-7ff2-4b5b-b15a-fe7a12bdfa48,fisher,495.0,1.0,0,Kaizen VC Equipment,2024-12-06,6mm-fisher,HQ Office,Pack,11.0,inventory
3addde86-bda6-466c-b043-813d6be4fc92,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
3ae3c73e-c33a-4837-b541-249c1a9959e3,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
3ae9e9cb-3f0f-4e97-846f-0c0e822acd5a,Class room light,2822.88,1.0,0,ICT Park TTA,2024-12-19,"43.31'' 5 -Light Fixed Track
Track Kit with Dimmable and
Adjustable Head, Compatible
Track Type, with full
accessories",Temporary Store,,12.0,inventory
3aeaa426-b065-4916-8aff-3649ac84d9a2,Metal Fisher,4782.5,250.0,1,ICT Park TTA,2024-05-22,Metal Fisher no10,ICT PARK,pcs,250.0,inventory
3aedc3bd-a500-40b6-b264-9ab47e849816,LIC-MV-3YR,3932.25,1.0,0,ICT Park TTA,2024-12-19,"Meraki MV Enterprise License and Support, 3YR",Temporary Store,,25.0,inventory
3af5c224-9891-45f1-a45e-4adfb70fa68e,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
3afe0a83-30ac-4daa-8a19-a6d437bbe36f,A-FLEX-FILESTG-ENT,0.0,1.0,0,ICT Park TTA,2024-12-19,File Storage Entitlement,Temporary Store,,200.0,inventory
3b09c5e7-1a0c-4168-9c8c-b57e71508868,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
3b0ef416-f431-4477-8dc0-e54979a01b20,Window sticker 61x105,650.0,0.0,1,HQ Office Facility,2025-06-13,Window sticker 61x105,Temporary Store,,1.0,inventory
3b165192-a77c-4d2d-87ff-494072cef144,Fuel filter,1500.0,1.0,1,ERA and MOTL support,2024-08-28,Fleetguard FS 1280,Fleet Mgt Store,pcs,1.0,inventory
3b16c999-ed11-4ef5-84bf-d46c8257552e,keystone jack,53700.0,200.0,1,ICT Park TTA,2024-05-22,Cat 6 Keystone Jak,ICT PARK,pcs,200.0,inventory
3b42db31-7a2e-4e08-ab79-55bf69176d36,ANC6ASPGY-1MT-LSZH,196.0,1.0,0,ICT Park TTA,2024-12-19,Cat.6A 10G STP 26AWG LSZH Patch cord 1meter grey colour,Temporary Store,,50.0,inventory
3b44256b-0ed6-4054-abaa-9b751e96e31f,Clamp,1956.45,1.0,0,EPSS,2025-05-21,Clamp,Temporary Store,pcs,150.0,inventory
3b5f5e55-4e59-4979-9649-1f37d8667b15,A3 Envelope,1086.9565217391,1.0,0,HQ Office Facility,2024-12-16,A3 Envelope,Temporary Store,pcs,100.0,inventory
3b61ec24-18ff-45e5-a978-0dfd80a63ce3,A3 Envelope,1086.9565217391,1.0,0,HQ Office Facility,2024-12-16,A3 Envelope,Temporary Store,pcs,100.0,inventory
3b67b4da-9094-4974-99f9-ce8cb6b0b246,serface Cleaner 5L,2000.0,0.0,1,HQ Office Facility,2025-01-29,serface Cleaner 5L,Temporary Store,pcs,4.0,inventory
3b682df3-62a5-445d-8c68-070a7379c5c5,conduite 19,7350.0,1.0,0,Kaizen VC Equipment,2024-12-06,19 mm REGIDE conduite with 3 meter long,HQ Office,,150.0,inventory
3b6dd176-edcc-4033-b3a8-27fe4a0b3688,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
3b808b31-e482-4de5-af6b-99f5ed04376a,LED Lamp Beads( CONNECTOR ),0.0,1.0,0,HQ Office Facility,2025-07-14,connecter,Logistics temporary store,pcs,60.0,inventory
3b897f59-b211-4691-a12d-bf2236a9205d,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
3b8b81b5-e68c-4faf-be9f-9895ce836b68,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
3b900f07-0a97-45d7-9e04-818feb40e93f,50W Flood light for outdoor,6260.88,1.0,0,HQ Office Facility,2025-08-01,50W Flood light for outdoor,22 Store,pcs,3.0,inventory
3ba5fcd4-d409-496c-b352-98e977af71fe,A-FLEX-FILESTG-ENT,0.0,1.0,0,ICT Park TTA,2024-12-19,File Storage Entitlement,Temporary Store,,200.0,inventory
3ba9f676-2424-4133-988b-dd60d8d7f610,LED Lamp Beads,89.76,1.0,0,HQ Office Facility,2025-07-14,LED Lamp Beads,Logistics temporary store,pcs,51.0,inventory
3bafa17e-6cdc-4542-8a41-04ca9aea7b68,Clamp,1956.45,1.0,0,EPSS,2025-05-21,Clamp,Temporary Store,pcs,150.0,inventory
3bafef5d-bf01-4d31-a235-b68732fc6890,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
3bb0aa25-4a78-477b-9b67-e3257c17ac6b,A-FLEX-FILESTG-ENT,0.0,1.0,0,ICT Park TTA,2024-12-19,File Storage Entitlement,Temporary Store,,200.0,inventory
3bb23595-b519-4797-a77a-4d6f7310db43,L angle white Aluminum  L angle for LED light modf,35200.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-12-04,white Aluminum  L angle for LED light modfication (1pc Length=3m),Temporary Store,pcs,88.0,inventory
3bb4a859-9a3e-414a-95b7-485a403da38d,Dimmer Switch,3267.36,1.0,0,MINT Commissioning of Smart Communication Rooms at,2025-04-08,Wi fi smart switch Dimmer white,Temporary Store,pcs,48.0,inventory
3bbdd5a6-c67b-455e-b2b0-8d9092c4315f,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
3bc81e63-5ad1-476a-ada9-8c74e3d71289,Clamp,1956.45,1.0,0,EPSS,2025-05-21,Clamp,Temporary Store,pcs,150.0,inventory
3bca83be-460e-495a-bc4a-37ea4108f352,"Guroro conduit  for AC hose 1/2"" guroro conduit",1669.2,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"Guroro conduit  for AC hose 1/2"" guroro conduit",Temporary Store,Meter,120.0,inventory
3bd2453e-81f4-4ba3-923f-b0c74f223c9e,Rubber Insulation RI58,22.05,1.0,0,ICT Park TTA,2024-12-19,"Rubber Insulation 5/8 ,1.8 Mtr",Temporary Store,,45.0,inventory
3bd400a9-6aeb-4f60-ae45-1fe43c16ab31,conduite 19,7350.0,1.0,0,Kaizen VC Equipment,2024-12-06,19 mm REGIDE conduite with 3 meter long,HQ Office,,150.0,inventory
3bf085a8-e1cf-4b3f-92bb-cb914cd3966e,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
3c066b24-e52b-4ab3-ac04-2340977eae68,Fisher 6.,2739.1,1.0,0,EPSS,2025-05-21,Fisher 6.,Temporary Store,pcs,35.0,inventory
3c0e8204-dca6-4f09-aa14-9105b46e9d09,7605314,28637.816,1.0,0,HQ Office Facility,2024-12-16,Oracle Database Appliance X10-HA (for factory installation),22 Store,pcs,1.0,inventory
3c11844f-8b5c-4441-acee-4eda9c4aeb25,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
3c2b29ec-77df-408a-92e8-dc560963e4c1,kacha,1565.2173913043,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-11,kacha,Temporary Store,KG,12.0,inventory
3c32f234-8c2d-427f-a591-dd98326f04eb,Clamp,1956.45,1.0,0,EPSS,2025-05-21,Clamp,Temporary Store,pcs,150.0,inventory
3c3457e8-6648-442d-87a2-d0a0a4c13132,Metal fisher,6000.0,1.0,0,ICT Park TTA,2025-02-06,Metal fisher,Temporary Store,pcs,200.0,inventory
3c3a150e-9aeb-49e4-9f9e-2bddbf803446,conduite 19,7350.0,1.0,0,Kaizen VC Equipment,2024-12-06,19 mm REGIDE conduite with 3 meter long,HQ Office,,150.0,inventory
3c501074-e96c-4e2a-9b41-0019305565e3,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
3c5a1b25-39cf-469a-8be1-7242d6ca90d0,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
3c5b4eac-95d3-4475-874b-682b25a70ef0,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
3c785300-630f-4353-9186-7da8ec234e40,L&Z Angle connector,1070.76,1.0,0,ICT Park TTA,2025-01-04,L&Z Angle connector,Temporary Store,pcs,12.0,inventory
3c7b2dbf-5fa1-402a-ab91-4ec0d2e1ffbb,Rubber Insulation RI38,15.75,1.0,0,ICT Park TTA,2024-12-19,"Rubber Insulation , 3/8 ,1.8 Mtr",Temporary Store,,45.0,inventory
3c7d25bd-18ae-4a8a-8a88-ccd7426ddb4f,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
3c834089-6a3f-4bab-9638-ee1b82e52975,LED lights,707.8,1.0,0,MINT Commissioning of Smart Communication Rooms at,2025-04-08,Size 600x600mm Dimmable Light with ballast,Temporary Store,pcs,20.0,inventory
3c884a76-0c8b-4c47-8691-2f3cff8902ed,Single Ganag Switch,1143.66,1.0,0,ICT Park TTA,2024-12-19,"Smart Zigbee 1 Gang Switch
(White),
Dimension:120*72*37MM
Australian Standard Size",Temporary Store,,42.0,inventory
3c94b992-1829-4734-8ccf-31901c41dc57,Clamp,1956.45,1.0,0,EPSS,2025-05-21,Clamp,Temporary Store,pcs,150.0,inventory
3c9df98b-aaf9-4203-8d1a-6ad9442100a6,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
3caa3b5f-3621-4ef2-a248-edb1af59bc99,OFFICE FILE,5217.3913043478,1.0,0,HQ Office Facility,2025-02-18,OFFICE FILE,HQ Office,pcs,100.0,inventory
3cc0f66e-fc1d-4460-a82f-52c4e662149d,ANC6UPKJTLS-180,219.2,1.0,0,ICT Park TTA,2024-12-19,"RJ45- Cat6 Keystone Jack ,110 IDC, Shielded, 180 degree(for patch panel)TOOLLES",Temporary Store,,80.0,inventory
3cd0f282-e429-4b83-ab11-ed94cc1e3842,Fiber Patch Cable,1436.4,1.0,0,Dashen Bank DHCI,2025-07-16,"Fibers, LC UPC Duplex to LC UPC
Duplex, Multimode (OM4), Riser
(OFNR), 2.0mm, Tight-Buffered,
Aqua
3430pcs in FS Asia warehouse",Logistics Temp Store,pcs,108.0,inventory
3cd62bff-02b6-44e8-ba34-99c9cbcd5602,Edge L angle frame plastic L angle for edge chacki,187824.96,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,plastic L angle for edge chacking work(1pc Length=2.4m) angle L =2.1x2.1 cm),Temporary Store,pcs,864.0,inventory
3cd8bc93-5214-4d2a-b0a5-7c860829f89d,Clamp,1956.45,1.0,0,EPSS,2025-05-21,Clamp,Temporary Store,pcs,150.0,inventory
3ce0e091-3a21-4a07-be41-98fe467ebe95,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
3cee19be-0df1-49ba-83bf-f15b998d9447,sticker  for south site,16649.76,1.0,0,MINT Commissioning of Smart Communication Rooms at,2025-03-28,white Glass sticker for south site,HQ Office,,48.0,inventory
3cf529d2-31be-4c5d-a09c-9a71d611eac9,"Guroro conduit  for AC hose 1/2"" guroro conduit",1669.2,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"Guroro conduit  for AC hose 1/2"" guroro conduit",Temporary Store,Meter,120.0,inventory
3d005b7a-469c-4446-9bfe-1b956bb8b44e,"C-Clamp  1""  C-Clamp",13040.0,1.0,0,MINT Commissioning of Smart Communication Rooms at,2024-11-27,"C-Clamp  1""  C-Clamp",HQ Office,pcs,1000.0,inventory
